fetched_at,source,published_at,title,one_liner_en,score,tags,url
2025-08-08T08:32:52-04:00,yahoo_finance,2025-08-08T07:08:31-04:00,Analyst Report: Emerson Electric Co.,Analyst Report: Emerson Electric Co.,0.0,,https://finance.yahoo.com/research/reports/ARGUS_2935_AnalystReport_1754651311000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei
2025-08-08T08:32:52-04:00,yahoo_finance,2025-08-08T07:08:31-04:00,Analyst Report: Duke Energy Corp.,Analyst Report: Duke Energy Corp. [energy],1.1,energy,https://finance.yahoo.com/research/reports/ARGUS_2911_AnalystReport_1754651311000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei
2025-08-08T08:32:52-04:00,yahoo_finance,2025-08-08T07:08:31-04:00,Analyst Report: Firstenergy Corp.,Analyst Report: Firstenergy Corp. [energy],1.1,energy,https://finance.yahoo.com/research/reports/ARGUS_2966_AnalystReport_1754651311000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei
2025-08-08T08:32:52-04:00,yahoo_finance,2025-08-08T07:05:09-04:00,Daily Spotlight: Monthly Review of Valuations,Daily Spotlight: Monthly Review of Valuations [tech],1.4,tech,https://finance.yahoo.com/research/reports/ARGUS_44345_MarketOutlook_1754651109000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei
2025-08-08T08:32:52-04:00,yahoo_finance,2025-08-08T07:04:35-04:00,Technical Assessment: Bullish in the Intermediate-Term,Technical Assessment: Bullish in the Intermediate-Term,0.0,,https://finance.yahoo.com/research/reports/ARGUS_44344_TechnicalAnalysis_1754651075000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei
2025-08-08T08:32:52-04:00,yahoo_finance,2025-08-08T06:53:31-04:00,"Market Digest: NVO, DUK, EMR, FE, J, MAR","Market Digest: NVO, DUK, EMR, FE, J, MAR",1.5,,https://finance.yahoo.com/research/reports/ARGUS_44342_MarketSummary_1754650411000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei
2025-08-08T08:32:52-04:00,reuters_markets_via_gnews,2025-08-08T07:49:03-04:00,Stocks rise as investors eye Fed revamp; gold hits record - Reuters,Stocks rise as investors eye Fed revamp; gold hits record - Reuters [rates],2.5,rates,https://news.google.com/rss/articles/CBMiigFBVV95cUxQckJpX3dQazdFWThtSFFYVjdLbVRIdUx0RTBvWTN5WHdtU0tNaTF1WnBfU0FhTEx0SUpBZFBmbWI0MDBBdDNIdU5HTU5tSkhxQi1aNU9mc0xKUHpxaERVM0tGeGZKYWF4cV9tdzRlNkFXUE5VbzdIQXVGYi1aRTEzd0ZndUp3d1owVGc?oc=5
2025-08-08T08:32:52-04:00,reuters_markets_via_gnews,2025-08-08T06:44:34-04:00,Indian state refiners step up non-Russian oil purchases under Trump pressure - Reuters,Indian state refiners step up non-Russian oil purchases under Trump pressure - Reuters [energy],1.6,energy,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNTlJFQ0FHWlNCR2hLLXFiM0MtRndIOTBCaEZLclI4WjRqZDlWZkd4R0JXcWpMNVo4Z3NPcjRCa3JmUmhRNlUwV2VpYTZQLWlYeHY3T3JoX2pKVmU0akRUWHpzTzd3Yl93d2NhdXQtUks3UnB4SndWeXdDdnVOclEyaXdaZV9ZSExUZUpFZzVfUENQNC11aGtDRXV1MzRNbHM4eU1manVRUE0zQlBWWl85bEtIYUZ5blpOYjdCWWhvd094bFN6cEtCNQ?oc=5
2025-08-08T08:32:52-04:00,reuters_markets_via_gnews,2025-08-08T00:32:00-04:00,Morning Bid: Trump moves to extend grip on Fed - Reuters,Morning Bid: Trump moves to extend grip on Fed - Reuters [rates],2.5,rates,https://news.google.com/rss/articles/CBMie0FVX3lxTFBrZ2NmQ29pdEJSZkwyV18zUzJxcDZSVG4yV1FvcF9wX1oxbnBCX0NxY3RWbVIwYWprY29wbUE4QkFxaWlmTEhvSUxrVlphYWZqWEVIN0NQbjhWajd0NDIwc3B4Q3d1T2RucWlWQmd0YThMTFRWX01mVmZodw?oc=5
2025-08-08T08:32:52-04:00,reuters_markets_via_gnews,2025-08-08T03:20:10-04:00,EM central banks plough on with easing in July as major peers linger - Reuters,EM central banks plough on with easing in July as major peers linger - Reuters [geopolitics],2.0,geopolitics,https://news.google.com/rss/articles/CBMirAFBVV95cUxQZWhVWGoydHItN2VNSHZxUTZROElDMW9GODNUMm42c21BdGVRZEl1RkVXOUIzTmU0WlM4OU8waGFWUDJvVVJ5T1dCOVdmVjU1MVNDS0djYkVobnJnTE5qWVlFTklNb2xxTjJQQlQ5ZUVodWxaUS1TLTlJTjh3bFFLbjlsa0xTem1mY2pqbHh2cGJad2VvM29uOVhiaThFSm1SbDVFbDU3azRqSkFO?oc=5
2025-08-08T08:32:52-04:00,reuters_markets_via_gnews,2025-08-08T06:41:04-04:00,"Morning Bid: Trump Fed forms, Tech hits high - Reuters","Morning Bid: Trump Fed forms, Tech hits high - Reuters [rates]",2.5,rates,https://news.google.com/rss/articles/CBMiggFBVV95cUxNdER2cmQ5YkdhZHZLR2tDVkl6RUI0TEI4VkJKVGo3MUhiNWI1eVJVMUhfTHFHQl94YTJRMmNUdW15ZEw0bFh5U0doTXZ0X1pGODdyOEVTVlFJS3BzYTlLMk1qU0JwUWFEZ05WMlF4UklCUkpjTEtnSWpGX0ExcG10cU53?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T02:55:00-04:00,A 240-year-old Swiss watchmaker's race to beat Trump's tariff deadline - Reuters,A 240-year-old Swiss watchmaker's race to beat Trump's tariff deadline - Reuters [earnings / geopolitics],3.2,earnings|geopolitics,https://news.google.com/rss/articles/CBMirAFBVV95cUxPd3htdFFPdFBETXA0MU03ekRlNFdRWC1rNExiWUJrSWJQQzFZdTVaY0ZhdjY2bVNHeU1iREpHbFZrSmh4ckhkVjhENktsa1QzUnptOGpldGtfS3lfUENEMFVCZEtHY1JYVjM4U2xPUWh0WTltdGpUdXBtd1lVSTktUXA5VmhSRDBVZHdOalFrZFZSSWgta3VZNmxQemtiYjB4WG82S2pBM1NJRW1u?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T06:06:47-04:00,Wall St Week Ahead Inflation data to test stocks as some investors brace for rally to pause - Reuters,Wall St Week Ahead Inflation data to test stocks as some investors brace for rally to pause - Reuters [macro],2.5,macro,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOelRoeG9PbGltM09lVjlydW92ZzVyVENzSDJnMWpFTHZHclZ2UkJPRC1CX0JCbE9iZUkwNENXeHdkTjdvcEMwenV4NmJfU05IU2tzVlVkS3pqZFBBV3g3VFN0QWJMU2RGdGxQUWpORFliY1FQdVhEbDFlSVM1bGQzWExHbXE5THJHQm56bUJBNzFBY1NidWN0d1lMTXVTSDRkLVBpWGU5Z0hjeUVnbnNxWGo4TGEwWWtGSnRZSEQzel8?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T02:54:02-04:00,India tech giant TCS layoffs herald AI shakeup of $283 billion outsourcing sector - Reuters,India tech giant TCS layoffs herald AI shakeup of $283 billion outsourcing sector - Reuters [tech],2.5,tech,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOOFVQX2JQVVd0QVpKazRrRFk2dFJHOXNVV2xLbG40X2NCSVhEUUlKNVl3MnNZQTRGbnhLZUg1U3ZLTVpIUmNpWG9ndkdtQWtURVI0UVBpenR3blo5NUJYX0VHbmRSNll1UjRxejNndWpZRzJ1X2Y0bEJ1RzREeVdwMEJqSzRKb0lpUk1vVXZpS2d4WDZqMEJSVEJtZDJHWWxtYkxVVlpXU1ZGc29WVmNLVFhtcUlhbTd0SHRybGo4azI2bS1Ia1hNeFoyVWZzUW9TY3c?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T00:17:00-04:00,Japan says US promises to fix double tariff oversight - Reuters,Japan says US promises to fix double tariff oversight - Reuters [geopolitics],2.0,geopolitics,https://news.google.com/rss/articles/CBMimwFBVV95cUxOQW84aUw4VlluLUhaWlB5cWRWZ2FNRGZrZkV3QWF3NE5qQldncmZCMGZER1RvdkNtYkcxRHlhZFQ5cWNlNzBZM1ZLUm5UYkFvakVWclZtSUxHazZJNDdfVEpaUTZxSkRZZDZ3M1RTaldkZWRpTjVCLXF0UWNUWFNRMm9pZ0R3eHhtTTFtU1RudGZQT1RWR3VobXFKWQ?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T08:00:00-04:00,Breakingviews - OpenAI’s valuation is tech boom’s key man risk - Reuters,Breakingviews - OpenAI’s valuation is tech boom’s key man risk - Reuters [tech],1.9,tech,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOZjAtdzM0OWwxY012cWQ4WGJDWGtFZXZQREI1SjRUV1hJclFscFNmSGVfb3RRUE41NWdBSThBcG9zQks5UGhkMUE5NnlJRU9xX0ZVdFpJTUJ2N0c2dk1vSUVOSk9TYkMtNVVHZzJaOG9RWHVJQlQzYXZGRS00dWZNNWpoa25PSlRwZkNhWG9zRGU4emREcWo5VjFCSk1JWV9BU2d3RlYyTkI?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T04:51:44-04:00,SoftBank shares hit record high on AI prospects - Reuters,SoftBank shares hit record high on AI prospects - Reuters [tech / geopolitics],3.4,tech|geopolitics,https://news.google.com/rss/articles/CBMipgFBVV95cUxNNHllOF94VnhQZGI1R2tOd3dsVUtCdG13QUFmSDBiejVSVnJ5eVJUbzgzOWUzWEFLVkRlcXZ1dUdPYVNuUEhuZ3E4NVAzR3dMTlVVdzFoYnQtcFZaM0ptdjlLdkdWTXYyeTc2cWFnQmMtYW9UMEZIa245em5fV0Q1SHBrSDJ5U09vRHE3SkdqQzNCbGNLM0d3dzg2Q19vVEo3NXNMWlln?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T01:08:00-04:00,Intel CEO says he is working with US administration after Trump demands resignation - Reuters,Intel CEO says he is working with US administration after Trump demands resignation - Reuters,1.1,,https://news.google.com/rss/articles/CBMitwFBVV95cUxNWXFNdUFwVVZtUDdWT2RZOFdFZHVaaHlFdG5iaUNoSFgtRUZPNlBENk1rZFJodmRIck85R3QzVHZmTkpVY1A4aHBldExPQlNiLS1OSVdRVk5FVGRsbmd5NmxPQWxXVFBUSUNfTjVhMHZ2U2VIMXlFUGJlR1ViM25vd2VLS0JaMXVIcU4xSF9JeERmdGh0RFFVUmFhUXQtcGpCNGlUOUZGbXFSelRLNnh2UG9COHF4NmM?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T06:19:43-04:00,China narrows gap with US as Germany’s biggest trading partner - Reuters,China narrows gap with US as Germany’s biggest trading partner - Reuters,0.8,,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOaF9RV1FweEdFeTlHNVVrbmxfdjdHQk9KejRYQWprTnVKUk1XTk9GSm5ncTNEdWlaNmgtNjNkcDBEb21VRGh0NkxoRGpMWTZoMzB5VUY0cmRodVJITEZmWWNzX0UyUXo3NFh4dUt6aE5pdDAyTWtwSW52WVNrbnAtVUozMm45WjdwVTJqd3NMUW1oWXI1d0xMNDdCWmxYdDRpYjNKZTRZV0pHUjBNekktVThpbW1Ia0hpeWlldWJLMWlBdw?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T01:01:00-04:00,"BOJ debated chances of resuming rate hikes, July summary shows - Reuters","BOJ debated chances of resuming rate hikes, July summary shows - Reuters [rates]",2.8,rates,https://news.google.com/rss/articles/CBMipgFBVV95cUxOZlF1TWVzR0tuV2NBOWRVdm44dWVhMnY2TXYtSDRIUkNUS2x5SHZBLWh1LUNMSHA2QnRtVHBqdklOUHRnNnhoZkNhbDY5N0VfMEdtYWhBZDI3RU9TNjBMZFhCUFFhXzlvUEctNjRiS0N1Skc5U2NndWkwTFhVNExZaDNqSXRBMzJzWkktejlrUnRwTm9adndHcW9VRXdUQ3RyRm1ScDhR?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T06:10:53-04:00,HSBC takes extra space in Canary Wharf due to HQ squeeze - Reuters,HSBC takes extra space in Canary Wharf due to HQ squeeze - Reuters,1.1,,https://news.google.com/rss/articles/CBMipgFBVV95cUxQQkxUS3dJbTlSc044eDBnOUg0TG1YZHlfWjJCUDdDdHRBNmYxMkphR2dqbHdwWUFFZHVaU0RFYlcyVDFmLS1FQWg2bGx2N2VnMmgwM05GMldIT1QzMWpOZjRPS0JXS2R6WHhCMjVmWVd1aUg1bTBfdy1HZWI5OTktRlgxanVTSzl3Y0RNcnNrSGNpWk1lRUFEdEtQamdiUlVMb1Z2bWtR?oc=5
2025-08-08T08:32:52-04:00,reuters_business_via_gnews,2025-08-08T00:56:00-04:00,"US retailer Best Buy to boost India tech hub staff by over 40%, executive says - Reuters","US retailer Best Buy to boost India tech hub staff by over 40%, executive says - Reuters [tech]",2.2,tech,https://news.google.com/rss/articles/CBMizwFBVV95cUxNR2xmYTdWT0dPWTZDM3RvUjZPRXhWZzFmWk8wTXJhaW9PUHdwX1MzOXVQLVo1RmVHaWpVRUpQMDdTX1JaY2dNX3dTcEp5WGFNeDctM043YXF4X2YzX25mZ2NZTnlEUTRDVUJndlZiZXM1S1ZGX1JlcXpxN2J6Rnh2eTVvZ2hmdFRmeEswT2VGLTdFV0NDd1pUV280Y1p5bjJLS3NDZUJxbUozMU5xT1htUzc2NFNMWjZvSGc1WVRYd0hqaVc5QU9kMHpDMmNwUE0?oc=5
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T08:05:45-04:00,How Tim Cook convinced Trump to drop made-in-USA iPhone — for now,How Tim Cook convinced Trump to drop made-in-USA iPhone — for now,0.3,,https://www.cnbc.com/2025/08/07/apples-tim-cook-convinced-trump-to-drop-made-in-usa-iphone-for-now.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T08:00:02-04:00,OpenStore’s demise marks endgame for once-booming e-commerce aggregator market,OpenStore’s demise marks endgame for once-booming e-commerce aggregator market,0.0,,https://www.cnbc.com/2025/08/08/openstore-demise-endgame-for-once-booming-ecommerce-aggregator-market.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T08:27:22-04:00,A major historical bitcoin cycle that dictates its price might be breaking,A major historical bitcoin cycle that dictates its price might be breaking [crypto],1.6,crypto,https://www.cnbc.com/2025/08/08/bitcoin-btc-price-cycle-might-be-breaking.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T05:30:01-04:00,"Imposter scams cost older adults $700 million in 2024, FTC finds: Some victims are ‘clearing out' their 401(k)s","Imposter scams cost older adults $700 million in 2024, FTC finds: Some victims are ‘clearing out' their 401(k)s",0.3,,https://www.cnbc.com/2025/08/08/imposter-scam-ftc-seniors-bank-401k-accounts.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T07:30:01-04:00,Record-setting market: Using ETFs to help avoid hefty tax bills,Record-setting market: Using ETFs to help avoid hefty tax bills [geopolitics],1.2,geopolitics,https://www.cnbc.com/2025/08/08/record-setting-market-using-etfs-to-help-avoid-hefty-tax-bills-.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T07:30:01-04:00,Op-ed: Silicon Valley is dictating U.S. AI policy. It's a mistake that will benefit China,Op-ed: Silicon Valley is dictating U.S. AI policy. It's a mistake that will benefit China [tech],1.7,tech,https://www.cnbc.com/2025/08/08/silicon-valley-dominant-us-ai-policy-will-benefit-china.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T01:22:47-04:00,Why insurers worry the world could soon become uninsurable,Why insurers worry the world could soon become uninsurable,0.0,,https://www.cnbc.com/2025/08/08/climate-insurers-are-worried-the-world-could-soon-become-uninsurable-.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T06:15:01-04:00,"Student loan borrowers face an expensive ‘cliff effect’ under the new 'standard' repayment plan, expert says","Student loan borrowers face an expensive ‘cliff effect’ under the new 'standard' repayment plan, expert says [rates]",2.0,rates,https://www.cnbc.com/2025/08/08/student-loan-borrowers-standard-plan-changes.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T07:58:13-04:00,"Trump's approval rating still negative while the public sours further on Democrats, CNBC survey shows","Trump's approval rating still negative while the public sours further on Democrats, CNBC survey shows [tech]",1.7,tech,https://www.cnbc.com/2025/08/07/trumps-approval-rating-still-negative-while-the-public-sours-further-on-democrats-cnbc-survey-shows.html
2025-08-08T08:32:52-04:00,cnbc_markets,2025-08-08T01:21:46-04:00,"The UK government won't admit it, but tax rises are coming — and there are no good options","The UK government won't admit it, but tax rises are coming — and there are no good options",0.3,,https://www.cnbc.com/2025/08/08/the-uk-government-wont-admit-it-but-tax-rises-are-coming.html
2025-08-08T08:32:52-04:00,bloomberg_via_gnews,2025-08-08T05:30:00-04:00,Trump Tariffs Are Making International Stock Markets Great Again - Bloomberg.com,Trump Tariffs Are Making International Stock Markets Great Again - Bloomberg.com [tech / geopolitics],3.1,tech|geopolitics,https://news.google.com/rss/articles/CBMitgFBVV95cUxNMElrRGpPZk5rb1FDNUgtM20zbkRjeUhqOUZfYVhsMW1SY0xLazNhZzJJYVFaTGNVVGltLTdLa2hBVGdLQVd6OTJFd2xwcVJSdzlPajQyVFBoV3JjaXN2UTJhU0JCTHBlTEhSd2FOb1YtZ1hrQXMyU2hSZGowU0FXWnhvYkY1bGFRQXg4U0pGRkFGYXdxdVpfQlExbng3R3FJV2NxdWZxd3lmZjhSRWdmSFdVenZrZw?oc=5
2025-08-08T08:32:52-04:00,bloomberg_via_gnews,2025-08-08T06:02:34-04:00,BofA’s Hartnett Says US Stocks Hit by Outflows as Rally Stalls - Bloomberg.com,BofA’s Hartnett Says US Stocks Hit by Outflows as Rally Stalls - Bloomberg.com,0.8,,https://news.google.com/rss/articles/CBMiswFBVV95cUxPNEdQNC1RZkpnMS1iVGpSbFBnZ21hUGp3a0RFY3FZbFZxbUxsZjNiRmtKU1NqaWhwX1MwRUJ4Ym1CYUYzNmdvRUs1d01OM1lJWnM0WkZfWmktUG1fcXFYaFJxcjhEd09zM01GVU8wM2lYZDJhVzRfWl8zaUo1V0NLbHBJdHpicEpwWUpSSVVtVGFhY3RkRVpFYWJ2cGgzUG9UM0JJRGxKTWVHdWZtSThUbEJRVQ?oc=5
2025-08-08T08:32:52-04:00,bloomberg_via_gnews,2025-08-08T02:02:45-04:00,FTSE 100 Live: Stocks and Pound Steady in Wake of BOE Surprise - Bloomberg.com,FTSE 100 Live: Stocks and Pound Steady in Wake of BOE Surprise - Bloomberg.com,1.1,,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPQS14MGhuMndjTmJfdHJBaEs3cFVucTlmMF9QZkZHSzFQc1VIRUItTS1DdmVrQ3F0SzYyRUZqenE2U2hWTDNQTGxyM25NTE1ZLWxaS09lRVJoWG00VG1tSnlRTTR5ODlnOTlQUUVybUl4V0REWUlGeDBReW41eU9KZUpOZUR0VEtlTjIzZW8tZ19qc0U3QkFBcnIzTC1NMnI2MVYzSEx5aGR1UmJSOHRxdTZMTjkyVVEtXzB2U2pQdnNIUVZ5T3hZcTF0NzB4dWh6TnZ1OUpIV2ZoRTB1ZUg3SG9uMGo?oc=5
2025-08-08T08:32:52-04:00,bloomberg_via_gnews,2025-08-08T06:55:12-04:00,"Gold Roiled by Tariffs, US Equity Futures Advance: Markets Wrap - Bloomberg.com","Gold Roiled by Tariffs, US Equity Futures Advance: Markets Wrap - Bloomberg.com [energy / geopolitics]",3.1,energy|geopolitics,https://news.google.com/rss/articles/CBMilAFBVV95cUxQMkRPNzQ4X1FIZE5aLXN6TE9DUWlyaXpOQWFQcTdQNDV2eWl6ZThuU2ZrNnhHaERrWjZwRHVURkJJNFdXNEl4OWdoV3dLRTFPTkhJUE9JT2EyOG9PWEF6bXJzdnRpM1hrbVR3RjctYTVvWTN2ajFxNXJPRXVjNkpjMEdteE05YVB0cWNsUXNUMFBvWGht?oc=5
2025-08-08T08:32:52-04:00,bloomberg_via_gnews,2025-08-08T06:12:31-04:00,Russia’s Urals Touted to China Refiners as Oil Flows in Flux - Bloomberg.com,Russia’s Urals Touted to China Refiners as Oil Flows in Flux - Bloomberg.com [energy],1.6,energy,https://news.google.com/rss/articles/CBMitAFBVV95cUxPWkowZzk3V21hZW04ejNtSFYwajE5MVU2aGFScDY2U1pYMEZWSS1TUDRRT3Jpcm5SVG9SUExxSjM5TGk3WkhFR2lqcWFfcFBkUGx3V2liaWpQdUJobnNsZVVIcVFEVlF4UmNHMVdSd1ZIeVZsY1FZbGJ3NjBnc2F2alV3QVFCbFJLcXZPWXBfclhIVW0xZWloQ1hfYmFJcGp3bjA2bWszdGZHS2p5dzVOQm12S0Q?oc=5
2025-08-08T08:32:52-04:00,bloomberg_via_gnews,2025-08-08T00:13:00-04:00,Indian Funds Cushion Market With Heaviest Buying Since April - Bloomberg.com,Indian Funds Cushion Market With Heaviest Buying Since April - Bloomberg.com,0.5,,https://news.google.com/rss/articles/CBMisAFBVV95cUxNLVFyUVpxUkpYTG1WMlpLWDg4ZzNmVjVoVnJoOVR6cTNnYWNXMWlHS1Z5YzlNU3ozSlY0SWlxbktwQmdaeExSTFBmUXhuMFFmWG1Ibm1sRzc5dVlmOTh5enZTQ0kxTmZ5aFdlUW9aNFY2QjItcFBFaE9nOWRzdGduR0lIWWRSMnZaZzIwamlBX2JnN3JjWHFIOTRhbl9zbGRRZzNzbld1NHIxVWx1MENvTA?oc=5
2025-08-08T08:32:52-04:00,bloomberg_via_gnews,2025-08-08T00:00:00-04:00,The Hottest New Credit Deals in Europe Are Anything to Do With Defense - Bloomberg.com,The Hottest New Credit Deals in Europe Are Anything to Do With Defense - Bloomberg.com [fx],1.5,fx,https://news.google.com/rss/articles/CBMioAFBVV95cUxPT044YWpWZWdCNUVFbzJRRUUybnlRQTBFODFuTU1oeDh6RlZmOFU0Xzg0OWpWVmdQamM0bGZRczlQX1pxdzRxUHQ1VkR4VDE0NGpQUEFxd1lTa3NqWDUtMWFPYjltNktFZWItOWdfcE1xcEtPTm53aWhEZUpCbzBmQlQtOURQN05XNmktU2JzM25zckhGT1JsSUdrTXJraGph?oc=5
2025-08-08T08:32:52-04:00,marketwatch_via_gnews,2025-08-08T06:56:00-04:00,"‘Stagflation is coming to the U.S.,’ says this economist. Here’s what it means for the dollar, bonds and stocks. - MarketWatch","‘Stagflation is coming to the U.S.,’ says this economist. Here’s what it means for the dollar, bonds and stocks. - MarketWatch [rates / fx]",3.0,rates|fx,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOVjF1ZE5sQkJCLUhCSEtQb2IxYnRFR2x2cFdZSG93dm9LbWIzSk9jTVI0UmdWVk9vRDFDMTI3WWxKQTBFZ0FlMWlmYkhieWpwZzQyQlVLdE1DdC12REU2c0dFd0E2WVdlUU9MazNvdVd6Q2d0N0prZ1MwQmdqVWdjTElEdTBJY0pRMzBQTnFwMXVnMU5sQjE3VUdUXzZJU3Fib0lzeXBoSWc0SDZhNzQ4RmNxS2d0UXVNeklqUUVPTlJVWTBlc3dwR2xET0hUcWpqZEpDSmxLZEtlUm5PX0ZnZw?oc=5
2025-08-08T08:32:52-04:00,barrons_via_gnews,2025-08-08T06:45:00-04:00,Trade Desk Stock Crashes 30% After Earnings. What’s Causing the Selloff. - Barron's,Trade Desk Stock Crashes 30% After Earnings. What’s Causing the Selloff. - Barron's [earnings / geopolitics],2.7,earnings|geopolitics,https://news.google.com/rss/articles/CBMifkFVX3lxTE5UTjhSbHJrTWVjSlZ1YlhNSnlhYktDYzRiY3F0QlBfOXlUWXhvejhacEN3RVB1RGtzSDhEUzV3a1RxUFhENUVNa0ZOZzVRSGYyY0V2S3dUU0FyV3RQUGRCb1ZubG9ZaFZ0VmJXY2V1c3NTYV9BcU5TekM5YVZodw?oc=5
2025-08-08T08:32:52-04:00,barrons_via_gnews,2025-08-08T04:55:00-04:00,"MP Materials Stock Soars Even Higher on Earnings. The Future Looks Bright, Too. - Barron's","MP Materials Stock Soars Even Higher on Earnings. The Future Looks Bright, Too. - Barron's [earnings]",1.8,earnings,https://news.google.com/rss/articles/CBMigAFBVV95cUxNVFhpX2FnZS1BTVZLemNUY2pNeXRjU1dUSjFoUWZweWt3aDBCUDhUVTNqREpheDFfNDZ6b2JNVmowZXZCY2FKR01oVm5LdWU0RnVkdTAtYnJKNWYyMkRCZ1piWkFXaThySzhwV3I5V01OaVVSMWl1QzFCRDVGZ1oxNA?oc=5
2025-08-08T08:32:52-04:00,barrons_via_gnews,2025-08-08T08:03:00-04:00,"Trade Desk, Expedia, SoundHound, Firefly, Pinterest, and More Stock Market Movers - Barron's","Trade Desk, Expedia, SoundHound, Firefly, Pinterest, and More Stock Market Movers - Barron's [geopolitics]",1.2,geopolitics,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBwZEN6dHdqaURaS1pGOWRKMndtR2w1VTBETDlueGFQWFFqM1FTS09mMUZUM1ZZWWFveHlpLUF2enNFdTRjTkFXQzNaTmtwWjh5TVk3dHlFWGo0WmcxUXFaZi1aMG4?oc=5
2025-08-08T08:32:52-04:00,ft_via_gnews,2025-08-08T00:00:01-04:00,Why struggling companies are loading up on bitcoin - Financial Times,Why struggling companies are loading up on bitcoin - Financial Times [crypto],1.3,crypto,https://news.google.com/rss/articles/CBMicEFVX3lxTE1IWTl4RFFaZTBkaWFZWDJLMFNERUM1TDBRVWRMbHJiSDhnbDNfelhZcnlkUU5NZVloYjZmUGNFQUdXWTB2RF92c0RibktIdVFIVXNqWkxSbjdETFFYY1RPZ3JFbDJadGlJSC1CeGRwOU4?oc=5
2025-08-08T08:32:52-04:00,ft_via_gnews,2025-08-08T00:00:48-04:00,I’m with Trump: US payrolls data is pure BLS - Financial Times,I’m with Trump: US payrolls data is pure BLS - Financial Times [macro],3.1,macro,https://news.google.com/rss/articles/CBMicEFVX3lxTFBQelc2UElDaUNOYjNodmlBTm91ZGg1U3l4ZTJxSTg4WlVPMW0ySGlPYTF3QTVfcm9uUGlLWmVmQzA2WHE0ZmFha2pjb1hqUm1mYkpidjBydXBFYlVKYmV2UGZhMC1mcnRYVlJYaXNJMmQ?oc=5
2025-08-08T08:32:52-04:00,ft_via_gnews,2025-08-08T00:00:37-04:00,Grapes of wrath: South African wineries hit by 30% US tariffs - Financial Times,Grapes of wrath: South African wineries hit by 30% US tariffs - Financial Times [geopolitics],2.0,geopolitics,https://news.google.com/rss/articles/CBMicEFVX3lxTE1iVndxUVh0by1abmduQk5hNnc5VHpGSmFxdWVBckdGenh6c3ZzWVVDTUtBWkhGMTd0WmhEN0tIWVF3aGo0S25rTl9EVjlKWkFPalYxTzB3WUo1VkpwbWRDSzlGWU1LdWZ0X3UwSTRSRnc?oc=5
2025-08-08T08:32:52-04:00,ft_via_gnews,2025-08-08T00:00:01-04:00,Binance teams up with BBVA to let customers keep assets off exchange - Financial Times,Binance teams up with BBVA to let customers keep assets off exchange - Financial Times,0.8,,https://news.google.com/rss/articles/CBMicEFVX3lxTFBLZ3k3Rm14M0l4aUJfOGk3enVteVVYYk1oa1IwbHZqMlFUMlIxYkJrcndyTXFVRjlURFdma0k3R1ZhUUxGMjlEWEtvY2Nrb3RBZ2tUMHRHOEQ0aW9td09vekU0OHZ1YkhEX2NrRXlMMFI?oc=5
