fetched_at,source,published_at,title,one_liner_en,score,tags,url
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T05:33:45-04:00,Oil set for steepest weekly losses since June By Reuters - Investing.com,Oil set for steepest weekly losses since June By Reuters - Investing.com [energy],1.1,energy,https://news.google.com/rss/articles/CBMizgFBVV95cUxQUmo2amRSdm5obWgwMGVVV2xob3JPU21VeDF5S2poVlZwQ0lKWnNlM3F2aDNUdWJjMmZKaThGSE1SU2pNSU1pUktISFhpU0dWSGhyTUxtMTg2aURnRDQ4ZnVLQmZjTEFPWEFkUklSNGVFUl9YcjNiMGJNNkVHc040LVdQc2ZsTlN6MDNySU1NMjd1aDZpSkxiTVhlYVlqa29lWmNlQW9ESmZxZ2h0alJ4TGFNREYyWmIwaUg4c2ZKMFV1aHdHQWtVbTN5QnlOUQ?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:41:47-04:00,"Under Armour, Pinterest and Wendy’s fall premarket; Novo Nordisk rises - Investing.com","Under Armour, Pinterest and Wendy’s fall premarket; Novo Nordisk rises - Investing.com",0.0,,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNUm1zN1N6b0luUHVXbFBfdUJHbE1xYWhEM3JlTzA2aWVIejVBVGdHelNOQnFLN0lKU05Gc0RqNUxCV1o2eUJpZ1I5Zjl3VmJHREtGbFdseWw4TmtkbUJDcHpTVFJqQW9XQmUwS28zVUlMd0YzUk43UnNzTTN1ZDd4V25CbDhueFRjS2x1TndMeDlfY0Vtam1NRGRBc05EU21SWHRwbDZLVWQ5LW1XQmpBdmNmRFg0SHo1SkhwZG5fSW9sQQ?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:43:30-04:00,Fubo shares jump as streaming service beats Q2 expectations - Investing.com,Fubo shares jump as streaming service beats Q2 expectations - Investing.com [earnings],1.5,earnings,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOTFltWFR1d0FiUWoySk9QNy1YeFM3V0lSdDRwbFUzN1hmblFaNG90cEdQamxmSVUwY2ZaN3drUjcxX1J1QjB1UUlwem1DVlNCclJDcnF2ZmFOVndDd2ZRODUwbmtFNEloMnZ0SlBxUkNZcUZhenZaNGJ1QkV1ZzN5bl9ObkNEQWEtdGttRUNmdlpBRUFRVVFxU2oxdjBZbEtlVDF3eURZOTUzUnc?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T04:36:32-04:00,Indonesia stocks higher at close of trade; IDX Composite Index up 0.61% - Investing.com,Indonesia stocks higher at close of trade; IDX Composite Index up 0.61% - Investing.com [geopolitics],1.5,geopolitics,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNQmZwaVdXd0lTR1J3dlZGUWdCMlVWS1dCQnJZZ0F0bm5QQUJEMkRWdklyTGN6b2doU1hJTElOd1VYMG1JbGlxZUFCTnZDTzRwWFhTVWxwM1JLVVVfcVY0Y244T1RHSUs0ejVEWDBWeTNXRjdGZFM3TDVLNlFyV3dZQy04bXBzOFNSdTBWVUJGN0xKRTN2R3JCV0Rua0k3Rms3RkkxcFlQaUJBcjF2OWJONm9yUWc4bHQtTmh3cHpyVWNaVnc?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T03:40:07-04:00,"Futures higher, Trump names Fed governor pick - what’s moving markets - Investing.com","Futures higher, Trump names Fed governor pick - what’s moving markets - Investing.com [rates]",2.0,rates,https://news.google.com/rss/articles/CBMiugFBVV95cUxOTEY3VFFMUldrQTlBeG5KbXZoWTlvWWc5dTRRMXZ2M1hiUmFZc1ZiUmxUQ3h6aDRCcGwzNmx2Q25NVlI4UnBxU0NGdmE4ODRYT0NfSlRFeFA4UF9rZVBKQ1ZHaGM4NTFfcEV2VVdHLVVjRXhSZ3VHYTBwVGJlWC1QdkdIV2NuLXB6NDFhbjJ6Q0VUbFJvVnd3d1gwR28yc3p4WFlZbUZFTFk0RUg2R0I3MlAybGgwQ01JRUE?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T05:33:45-04:00,"7 ‘Stability Stocks’ With Low Volatility, High Yields - Investing.com","7 ‘Stability Stocks’ With Low Volatility, High Yields - Investing.com [rates]",2.0,rates,https://news.google.com/rss/articles/CBMimwFBVV95cUxNeHo5NHdVcGJ6T0lEMmdLcS1nWGZLS3BySWFzdFZ5QkhVNDRCQklHYVBIWHdNWk5XQllBMlFSTV9QVkd4WEhqWWFMMW1Wa0d3X21QNjFaR2hNZDVESmRQY0k4ZDhhMWxaeWZTSFhjbWZqdFZIUWlQTml6OU5aU0JaX2Z1VFRxMkF6cTNXQl8xQmo4NUFta3hjNmFLUQ?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:08:19-04:00,Under Armour forecasts downbeat second-quarter sales By Reuters - Investing.com,Under Armour forecasts downbeat second-quarter sales By Reuters - Investing.com [earnings],1.5,earnings,https://news.google.com/rss/articles/CBMirAFBVV95cUxObDNvd1RsWDcwZVBEVHVWV3k1SGRQZ1ZranBuQmwydXllV1FNNzFubWZRMzlVcE9FWDZ4U09xWWhnQ29GWF8xVWI3OWRVbm43ZmVGTmRXSlZkQ1I0aGpVbkN4Q0YxTHMxR29uWGRmSERwV1NUalo1dE5VTkh0MHJhRHhyNXBxenFzTlBCWUQyTUxBTi02ZmUxTnhoRHVPNk9Vc1VmYUt6VnRaaS1p?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:48:45-04:00,Plains All America Pipeline beats Q2 earnings estimates - Investing.com,Plains All America Pipeline beats Q2 earnings estimates - Investing.com [earnings / tech],4.4,earnings|tech,https://news.google.com/rss/articles/CBMirAFBVV95cUxQRTVUcTExb3NrbnZSYVpFeUZkQkR3d1lXWEFkZWZZc29CdS1TbUpubWs0ZXJnZVI2QzRrdFgxdlkyb1JTcmp1T2dUVnZKNVVndlBKb2lHOUdzeXNlakhmUUx5dWNJd2NPLTE4Y3NCeTNpWV84SFhTV0laQ0lkWWl1M0dKUnhzRnNtNTh5Q0swNUJPLVlXTXVidVdKekZZcW9JalBtTGFhTUJxdk5Z?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:27:40-04:00,Jefferies lowers Eli Lilly stock price target on disappointing obesity drug data - Investing.com,Jefferies lowers Eli Lilly stock price target on disappointing obesity drug data - Investing.com,0.0,,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQVkU1dmswdHFLODlXTW1CcnpnMU5lemtaX01oTGdvQjRoUnJPZHJmVzNBanNfM21wcVRHT0dNSlcwcktkNnlXRzk5M2FXZWR1bkJMdTAwVThiV1lDeXlvTEhMZDlxT1Qwd1NTRHZJY2d5SGpaWGl0SkZzTE8xemtOVWREbkFlTGtTanNXdko0NmdnRldWbzRzVGMxYmROTHhhSGVfVmVTWlBqeVJpSHhxNDRBOEpUWm04QS01eEd6eWUydW1iVDJaR2pnRnQycWJvaHRFTU9wNA?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:29:07-04:00,Fed put back on table if tariff drag accelerates: Barclays - Investing.com,Fed put back on table if tariff drag accelerates: Barclays - Investing.com [rates / geopolitics],7.2,rates|geopolitics,https://news.google.com/rss/articles/CBMitAFBVV95cUxQRWFrX3NmSzVhcHhSWEFLclo1Rng2eGplQUVuaFQ3a0V0blFmN25vQUdUaFZvMVdpVDBjS25SbVNtaDhreURRTGNoTTRTNWpUUnAzY21pTEZTeFRyV1lXQm5MTFVqSGllMDFOOFdKUjY0YllxSFl0cTY3d3NVV3RVdFFNLWxiUjBXbVRMbHBIQ2pCWU5OUzVtNXJHclozOHJ6NHVrdGR1eXI4b0c5bXI3ZG5vRTI?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:57:04-04:00,Johnson Controls initiates $5 billion share repurchase program - Investing.com,Johnson Controls initiates $5 billion share repurchase program - Investing.com,0.0,,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPTk44YllDNXp4WW1SZWNZN1BHXy1PbGdSMENuSTJuT0tzR1NONWRpb09LR1hXNllHMzBmcFRiY19XcWc4NVlsOUlsMnZKclVfbEtGbVNnX0lxblpoUVlaUnNXb0prdUQxMEhCblc5WHI4UHRmdGJaVUc3VDNkR1JDeHZWaUxpODhKaXNfZmlHclBsVE1uVFhGVTRNMzhkNExZWGdnSVhwVWpFT1ZrdUlrbWtJZHFiR3Y1RHQxaWFxdjE?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:23:39-04:00,Morgan Stanley lifts Henkel to “equal weight” as sales trends improve - Investing.com,Morgan Stanley lifts Henkel to “equal weight” as sales trends improve - Investing.com,0.0,,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPRVQ0M01wVUhYbW9kR2NzSHNOZFJvYTBGVms1RVpLTGx5SzF0VFFxWURQTEh3WjRMSUpaY21qWmVRME43R2NhR3U5RmlCUmhrVjdPSmFwdW5KYTFReE9QdU5TazBxTW9Zb3ItNkZjZ3gyN21GN3ItVS13QjNGN2tQN0dNMDZmQ1ZDQUdtZE9HN3o2RWdrd2NmcHh1TktVSWptdnBaQzdsUVFXcU1XQWFDbnN4QjF3bkRwbXhUMmcwUUZrUQ?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T08:11:23-04:00,"Morgan Stanley reiterates Overweight rating on Eli Lilly stock, citing GLP-1 growth - Investing.com","Morgan Stanley reiterates Overweight rating on Eli Lilly stock, citing GLP-1 growth - Investing.com [rates]",4.3,rates,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOOHBtZDlRUlB5aWxkbWhjaDlTZEY0d3YyY2dkeks4TFlka2RUYXhvXzlLYXJjY2RKaDZJTGx5VHNFVWJudl8zSnY0dzQwUENyUU5FRHE1bTZpSXNJUGprQXFNYjJUTThzSVlSanlkTTBSTXJidDlhSGZudTlkenROSF81NTRxU2gtVDctM0Jyem9mY1ZlUjRtVkIwODlRa0tVZnNpeFc1NXFydlhPWnlfYjltYjU1Rkoyb2IyN0NoRjA4cFY2VUFxMXlENlVtZUNrdDJ6UEtzWHc?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:58:43-04:00,"Morgan Stanley lifts Novartis, cuts Roche on diverging growth outlooks - Investing.com","Morgan Stanley lifts Novartis, cuts Roche on diverging growth outlooks - Investing.com [earnings]",1.5,earnings,https://news.google.com/rss/articles/CBMixAFBVV95cUxNQ0FZVFJSQXZjaWo5WG5HaS1zQ2VqOHZ1cElzY01hUDNZT1FkLUdqTnM3Y3pqTjZmRzN3cVVvTlVWMXdrc0hCczBoQVp2eW9fUkRRTjlfdHN1QVp5S3BmM1laSVFEOUZ1ZFBxby1rZUJnSXMwZmR2NTAxZFM5QzZZWHFkLUVGUnNYNkd6YkxULUpXQmFKZHZkNWdzS1Z3NmVacDM0S0EzVzc1cnZXbFZzQWgzNTF6U00zY2RFVEtqRjlkMTNv?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:21:33-04:00,"Here’s why BCA Research says ""markets are wrong on U.S. interest rates"" - Investing.com","Here’s why BCA Research says ""markets are wrong on U.S. interest rates"" - Investing.com [rates]",4.3,rates,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNYXdSOWo1RXdJT20zNWxKR2FaMVVtSjk0X2w5UlhoYVNvaVVvelBSNGNSbXJrNTZxbzhGVGhOYkZNMFkyZDNFMnVYTk9ibXl2X2tLamdYQ2kxc3kwQlRJS0VQTGdhY05TMVFJTXoxd1VuUnNtZncyYWdHUUx6eHRPLXE0c2liS3RIOXpOV0Vxak5PMzZlT29Ta1pKZ1A0U041Wl9qLW92czJzMVlmVktTSktRS29sUXg4YVpyYm9XS3k?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:57:43-04:00,Goldman Sachs on TSM shares: ADR premium signals short-term rebound likely - Investing.com,Goldman Sachs on TSM shares: ADR premium signals short-term rebound likely - Investing.com,0.6,,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNU0EwZTFkbWxJdkdGZlpCcnBtRVpIUEFmYUtjR2lmUWRSTUtoYUk5dTd2VDFKQlBadUxqOE9iM3Z0a0ZRRXR4elRSZGlJUDhPQjdjUHZEZmtBd2FsVzlxTERHdGd3UkktUVd0Y1pJUi1DZlA0NjBVNzF5THlrMzUxbk51QkZFQ05VMFA4elowUUFJQWdBMHFIanlnSnIxYzNHWjNRWkJDSmtTeC16R19QemNUalZpTTRTVTFmSjN5cktGRFBZOHN1Zw?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:19:43-04:00,"Wendy’s lowers annual sales forecast as burger chain flags ""work to do"" in U.S. - Investing.com","Wendy’s lowers annual sales forecast as burger chain flags ""work to do"" in U.S. - Investing.com [tech]",1.4,tech,https://news.google.com/rss/articles/CBMivwFBVV95cUxOZjJOd1RlWmcxQlVqeWxqLUtIcFlWdDlxUlJEbzdaRlNaN0hfdG1mbS1aLXVoMkNUWGF4Tms3YUg2a3VPSklwU3ZVRXhvOG56dl8teWV5TTVXa2lFay14aUoyOGFlWFkxemNISjd2OTQ1MXdMaENJWkZzTGlHSHEwYko0TWR1ZHlYN0FhTy1pS3dvYW9WVUhIM0xTTEtBc2Jqc3dqU3pKSUpNN2JRaTlmS3NxcFpCRmktNUFBUDU5VQ?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:26:41-04:00,Gilead Sciences stock price target raised to $112 from $108 at UBS - Investing.com,Gilead Sciences stock price target raised to $112 from $108 at UBS - Investing.com [tech],1.7,tech,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQcTNpdHJIY0txb1NqZ0VvN0IwRGRYTi16RklaSWIwLV9iMFpNX2JiU29FRHdYS1ktenptMGlfNXVnR2ZFeUh6TWxjS2dBZ0oxVDhTQWNqN09GX2s2ai1VRlhoLVFGR3gzRjRIWENsU1UtOFU5bWM3WkJmMGhfTnJILVdIWjNSSFZ5a0IzbEFLeWdkMGx0YTJ5Ri1CQXlDN0p6R0p3UHFaZ3R4blVFTkEtenlNSFpHcGIyQWdSNTJpVWVHZw?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T05:53:54-04:00,Texas Roadhouse stock price target maintained at $200 by Goldman Sachs - Investing.com,Texas Roadhouse stock price target maintained at $200 by Goldman Sachs - Investing.com [tech],1.4,tech,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOWmttSkVUZjhBNnBpcHEwVHVtOVJYY0xTREY5ZFJoYTlPSVlLMWpNU1pJOWlmdTBraHFaSGc0amgtMVNRd1VUTHk3cnFKZVgzR3lmN2FsOTdyX3lPSzJieEhZeW1GeTBBZWJJVzA5TmR6a01Sb3RCcDRveTAwUzJMeFVrcWV3c0sxUVRIRjd2MFBPVHRUSzZiTi1vTTRTUEpVR1FCRXJMMjdmbkpKaWNWQkU3emhPMy1kc3ZzWmpCQkFuNFNmOEZzdQ?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T08:17:24-04:00,"Mammoth Energy Services earnings beat by $0.24, revenue fell short of estimates - Investing.com","Mammoth Energy Services earnings beat by $0.24, revenue fell short of estimates - Investing.com [energy / earnings]",5.6,energy|earnings,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOekpZalhGb2ktcEpOVVpnRTlpMVVDb3Bibm1xT3lORWJoZHhzUHFiRkpaN2o2VU14S2NxRm9RcWx5UzhSdjFEMFZyLTh4RGdZZjdVekY3NHhUWTNHUC16VHlaVmpXeWp5ZkhKQWNGUksyTWxyZmcwZkQ1cE5jTWdRZEgzUmtqOXp2RFhSbVlpMU03OTlzdUpKZjhlQXFpbXdtSXJMWmZEWGhHcmhhRGlWenFxTjdRSTB5aVFvYlZvaElLZw?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:43:22-04:00,Atmus Filtration Technologies soars after beating Q2 expectations - Investing.com,Atmus Filtration Technologies soars after beating Q2 expectations - Investing.com [earnings],1.5,earnings,https://news.google.com/rss/articles/CBMiugFBVV95cUxOM0hYN1AxMzA3ZzlxQUgtUF9NaDdJVEk0amtibkZNM3ZDdDNDWmFNNncwa3NxeDl6NnQ4RHh5c0tLNzF6WF9xZDRSS3VPNkt2S3BWWmNTc0VISUk2TEFGeTJFdUJWNFZ4M1BwUVNDd2FXZmN6SGhwbUtOaWtodm1NMVdtcFY3NjMxT0kxNGtiekJrQXF3MXJkTk5QT1doYWpwMHNwZTJxOTRZZFV2Sk5UZ2ZnckRlbzBHa1E?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:49:55-04:00,Piper Sandler raises Trupanion stock price target to $67 on strong results - Investing.com,Piper Sandler raises Trupanion stock price target to $67 on strong results - Investing.com [tech],1.4,tech,https://news.google.com/rss/articles/CBMizgFBVV95cUxNS2x6UGhEZkhJNFhrTzhwV05aX1lVRUIxaE5XaWhKaExENWh5N1JoNUZBRERxR1FXbnhxZlBsUFlES1p1S3RmTVVZOG80NXNpcXpYSkVTR2NOOU43RU5qSklIY2lOSE9BQUx4c2dMQXRraFZMTWVHYTFoN1FLUkt2Rmh4cTRKMFd2RnUzQ1RycmNZclhRczBSR0lRQV84ajZ1eUtXbEhoODM4NGI5SmFFTW00aDBoTjdqbEYzS1BpcnhvZGRnYl9tV2FOVldZZw?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:27:39-04:00,Block stock price target raised to $95 from $90 at Jefferies - Investing.com,Block stock price target raised to $95 from $90 at Jefferies - Investing.com [tech],1.4,tech,https://news.google.com/rss/articles/CBMiugFBVV95cUxPQXJBQ2l6YVNrd3RNZlNQV2YwdlBvRjJsV1JNM0ZmSjFDTlFRWWxmS2tzZVE3Wjh1d0FUOHhzcUVaWUJRbGNjM0hUVFhneGFjSER0YnF0YzFySW5GU3I4cFc2bXdaMUtpdWZCdmYtOTVlb001Y2kyTWV1SHhHTndjYV93eVNBMjVZWDd6c2dQR1llWU5lWTZxT09GdmFPRXJsRDM5RDZwVDBybmplZlpzbWFNZ1lheEFVbWc?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:21:33-04:00,Jefferies raises Celsius stock price target to $64 on Alani Nu momentum - Investing.com,Jefferies raises Celsius stock price target to $64 on Alani Nu momentum - Investing.com [tech],1.4,tech,https://news.google.com/rss/articles/CBMiygFBVV95cUxPY195WGJqQW9sQTRVb19RU1pKSVp4NExJbl9nZnBGU0NXcDcyVFFlSFI0SDlIN1JuZHFaZnh5dDV6WXdnZnBidlVJR0IyTUFCTk91V2VaWkRxellYVUFCSTRkYmdEemQwNVlTOENoYkhuVDBiQ09qOTdaV1g4Mk1DSXF0NjFRZ0huRWhxeENwMlZzOC1RU0ZXQVpaZmxObm5GUGhIemVRSlp3b0FrcVBqU2c1UWdDM2J2eWt0OXU0WkNiQXU0MENFLWlB?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T08:19:35-04:00,"YPF Sociedad Anonima earnings missed by $0.02, revenue topped estimates - Investing.com","YPF Sociedad Anonima earnings missed by $0.02, revenue topped estimates - Investing.com [earnings]",4.8,earnings,https://news.google.com/rss/articles/CBMitwFBVV95cUxQbXVzZEF6Ung0NWU0YmZGNklZZnVRWTBFUkpneWJOdXRiR2JIaF9sNEVtUFU0dlBoenhzSjBMUzU0ajFURFZmOHoycTVyb056MWtlTDFoUGVnRTZxVHBGXzdlb09uLTdIVkJiMGwteGo1M0EwaXhrZ0lCOGE1TXU2U294VGFXSXhwVTNzWVpSV1JCTGFmZ1VCX0swUzJoRTY1TVhGNGN1WllLOC1wWnZaQ2JKUFRIaEE?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:23:17-04:00,Needham reiterates Buy rating on Twilio stock despite margin headwinds - Investing.com,Needham reiterates Buy rating on Twilio stock despite margin headwinds - Investing.com [rates],4.0,rates,https://news.google.com/rss/articles/CBMiygFBVV95cUxOVUE2bVVwUl8wcnhadmhuOWY3WFNuN3NDNU81TFNSRmRZaXBCWDQ0OFNLcHVhbHR4OTc1Zk9OUXBucS1rVl9xaEJ5d1J5VUhOWkNTaXRlT1lzRGtfbmphV1NFdmRqTWVVSU1PWDFYRVBJN3Nzd1VOS0NTU3JnUVRYdUFuaGJIdDhVRmVzUkxTYmk0VkF2enFnZXhiR2x1M2hnNGRHZlFkMU94MVQ0OHFxb2ljYlJUNVV6UlJNUU9VbDdBeVdIVFNMSkFR?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:25:34-04:00,DraftKings’ SWOT analysis: stock resilience amid regulatory headwinds - Investing.com,DraftKings’ SWOT analysis: stock resilience amid regulatory headwinds - Investing.com,0.3,,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPWlNiMFlKczZ5RWs3QVFhbXdZMmFNVmJhazcwQ2d4bXJZQUEyaDRpYmVZZ0RIT1IyRzlsWl9rY2Y1b0NBcG1qVk1pbXd6MkdxLUFGWDFVd2dvaWhLajNPalhCWGc3Nzlza2pMWFdYVG4wY3pTUzNHVVppY3YxQjNmZ09oaE4zSkluTm5rR0JOLWRIY1VfWFBrNW8xOS1kSWFWa1JVNUFxMFgzNHozbGtoZThVbkM2b0ZXWEw1MENnV1FCaFE?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:27:29-04:00,UBS raises The RealReal stock price target to $8 on improved outlook - Investing.com,UBS raises The RealReal stock price target to $8 on improved outlook - Investing.com [earnings / tech],3.2,earnings|tech,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeGhSN2lZRG84YTdZOURYVEl0bTVMbndack5FWjNZY19FdmVfUFJJeV84R2kzdlhPck1sbDJyR1FJTXgxa3RfdkMtV25xbEVCMVNmTW1qMGh4OGFmNzN3R3BoS0JlZjY2OXJYUFF5T2k1X3JUZ1UwVEgybUg2VXpad2JvWnNHOHBFVWVwMElnVUlnVmJ2a1MtbmZBR25FZDB6ZFlwTndQQkc0NnFNYThlNzNIalJrdnR1S0NLS0F5dWRESDJjRVE?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:48:09-04:00,Block stock price target raised to $95 from $79 at Raymond James - Investing.com,Block stock price target raised to $95 from $79 at Raymond James - Investing.com [tech],1.4,tech,https://news.google.com/rss/articles/CBMivwFBVV95cUxQRzdKOERBNC1vU0IyRkFYWjFQaE04NUgwa1JZM2V2VlJhTUstZjdPUXlITDQwX1YxVjE4RE1EWElzNkw5U1Vjc21ick45T2tWYmoycGRuc0xRMVdfbEZEN3V0enFwaTBUd1hvQktyVHBrMjY2ek1ncURGNU00UnlqT2RPb3lQSUxpUTVMeGgyLURHSElQRGR0NllNSFVtb1RMaElBcUktaF8teDd5UG93WTMwQ29EaE55X3hSMEZ3SQ?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:23:17-04:00,Intellia Therapeutics stock price target lowered to $45 by Wells Fargo - Investing.com,Intellia Therapeutics stock price target lowered to $45 by Wells Fargo - Investing.com,0.0,,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPLVhOcVpPM2dma1A2a2xhT1BYclNlc1hCTnozOGZ5ZU5EdTg0b3Rqc2pFQnlQbHBVZmpleGFDT3FjcjFjTmVoZWJ5T3JZRmdQU3JEZTVjWFRMTm9USERKeWhGSG56dXVMb2RXRHFBUEJZdk9qM3gteGdQaFNhOThfSTRuX1kyTVN5alFsX2l6NWxkcXQ5NGQyUnZia2FIcktfSjk4OW1sb0FHY2ViR2FBRmRHMFo4ektyaTZSREdEYnpmQVhLS0pwZQ?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T06:17:38-04:00,Inflation data to test stocks as some investors brace for rally to pause By Reuters - Investing.com,Inflation data to test stocks as some investors brace for rally to pause By Reuters - Investing.com [macro],2.0,macro,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPZmdBb2Npd1VKOHZ6ZnByZU9ZZkE5OUw2ZF9uM0hpeXA3eXpIYk1nYVlGY2E0TmxWRy02OUxXWUZjb3p4aElXa2M3X0VYaTNmbWhFSlY1cURfdUg3U0oxaG1VdkFmNWlhOVpEeUI4VVBqQWg5WWJWZ0R2UkI3NG13aFBZQ2tpOUhYcFBZU1JRSXpBcHlNbll6TGhXMTFBcGQyTmFhMkZBejJsRTh6T2NvVS1DS1A4QV9Tb0piNU4wSTZsZw?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T07:49:55-04:00,Pliant Therapeutics stock price target slashed by Piper Sandler - Investing.com,Pliant Therapeutics stock price target slashed by Piper Sandler - Investing.com,0.0,,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQS3RxVWIyN25ScmxRS1c2U1VqdGc5YnJfeDE2OTl3YTRnOGxGZ2c1VXlGdDQzSks0VWRfbVlnZzNUVGVyeDF6alQ2VkZWclNwXzN6ekZ1Nk91RGVyLWJwUVQ2bnBZMEo2VW55OWNoM1NvWjloV3ZNZ3M0bmxSTU50OElSczcxLVlOY19nMEtRTEwwSXhDb0xYcDJnYlNraWhGWl83T21QaTVKVFZyRVh6WGlSV0l5MTdheGFfMGFBS3c?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T08:21:41-04:00,Piper Sandler raises Twilio stock price target to $144 on intact demand - Investing.com,Piper Sandler raises Twilio stock price target to $144 on intact demand - Investing.com [tech],1.4,tech,https://news.google.com/rss/articles/CBMiygFBVV95cUxPSEZZRndrZlNKQWN1S0s0d0ZMRk45cDcyR21POFVnUU5SUU50TjA5Z0Z5bF9jLXlsU21LSVFQcURfTzFsUkxGTW9zX3hZeXhZaWx6TnRUWWhyNUVkdFNIUnV1MWVHdnhVcWxQS01jLTVqUDh2QlhlQ3RMR2dfQ0NoRFhXeXV5TzVGeEszclNKTWRrWVZ3NllGTElxTURRQjRIN1dSakpXalRjZzlUOExYOFRKd29lVFQ3UThtZlZqYXZiNnA1MkwwT3l3?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T08:09:35-04:00,Dollar General partners with Uber Eats for on-demand delivery - Investing.com,Dollar General partners with Uber Eats for on-demand delivery - Investing.com [fx],1.0,fx,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNekxPYndCVHoxdjFzTmZSN1Q2QmRpaVcwbUZHNUZTbjlMT256MUZlQ2VQNDVUbEJMMUpJZXF6TldKNXh2SjA5aTJlY2NDTVFka2p5NnZHc00xc2JzbF8ydVktcDJQaXFWN05xbU1nZkx6YWFVekM1MHo3SWp3bnhnT1M5Q2FIRVRmdC1ISWc2c0Z6OE1xaGlpSGozTU5ZNlN2VHpXeXN6LUdJN3BWdDYwOHhrZVd6c2Ni?oc=5
2025-08-08T08:31:42-04:00,investing_via_gnews,2025-08-08T05:53:43-04:00,"Dollar weakness remains top trade conviction, BofA survey shows - Investing.com","Dollar weakness remains top trade conviction, BofA survey shows - Investing.com [fx / tech / geopolitics]",3.6,fx|tech|geopolitics,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPc0pab0FpaGYtbGt6QnhkMEdRVVAwaHpQTlJFQnA2MUM2RlV1eEZMSnJuWXRVZnpZUEdHdmMxYmFrTTZaOGZWY3MwODFKWEZ0UElOaUxpSTE0NHdfeWtYWWF5WDhHemlkRGNyMjZGMjIzUzZpbDlPWTdiQ2NKdnljTnhtZmc4M3B4TXBTX3BxWTdvRGZmUW1FWmhQV1FYZVlYem11LTVrd2dCemZyT1FtNndReTBhU3dC?oc=5
